gene,rna_baseMean,rna_log2FC,rna_padj
LOC108348090,22.36316714,-0.315335867,0.455812337
LOC102548231,264.5560242,-0.249027169,0.191943198
LOC100362023,6.049211639,-0.254476676,0.627168824
Zfp939,7.210507506,-0.219282191,0.674191049
MGC114499,4.230371885,-0.646292567,0.200072716
LOC102555672,1292.42334,-0.801216257,2.40E-07
Iglon5,11.31091734,0.080752281,0.879384126
Etfb,677.0462167,0.062916035,7.20E-01
LOC100912683,5.40589568,0.081302535,0.883306362
LOC100911353,3.479817593,-0.173527105,7.41E-01
LOC102556967,777.4382184,-0.990625596,1.17E-11
Zfp819,28.10130885,-0.083858041,0.845727182
Ceacam18,14.91205971,-0.308950373,0.506787969
Ctu1,22.42222864,0.005601952,0.991711754
Klk8,501.1126245,-1.512128713,3.57E-20
Klk7,3.561020252,-0.707687216,1.38E-01
Klk6,147.3539802,2.294728522,4.18E-18
Clec11a,197.603541,-0.039358071,0.867787438
Shank1,7562.677159,1.463345116,8.85E-28
RGD1309036,41.29901404,-0.201229876,0.57535953
Lrrc4b,1935.350756,-0.238666237,1.94E-01
Aspdh,20.37315443,-0.161414445,0.724812365
Josd2,120.8605929,0.568399005,0.031514629
Fam71e1,44.98583938,-0.285569198,0.407996135
Kcnc3,461.332283,-0.792290974,2.62E-05
Zfp473,29.49885181,-0.317546347,0.423797197
Atf5,133.0957965,1.292163938,1.66E-06
Nup62,233.1124198,-0.257020106,0.243712735
Tbc1d17,409.8630666,-0.148440227,0.414025383
Akt1s1,184.3001426,0.313032483,0.181122708
Pnkp,196.4031937,0.365986262,0.069178102
Ptov1,1019.692726,-0.073463088,0.718368803
Med25,473.4760646,0.172624665,0.332517494
Fuz,179.9510789,0.160333386,0.464797573
Cpt1c,970.2063832,-0.713976355,6.30E-06
Prmt1,566.476275,-0.478949648,0.001263887
Scaf1,1006.489275,0.546375593,3.51E-04
Prr12,351.9114258,0.372263985,0.051235083
Slc17a7,18636.74049,-1.083212231,9.08E-16
Hrc,2.239536141,-0.09006697,0.858691309
Ppfia3,2076.096582,-0.310143764,0.028734148
Lin7b,398.1899825,-0.670343778,8.77E-04
Snrnp70,570.473581,-0.76059715,2.10E-07
Ruvbl2,369.97807,-0.30065056,0.092597414
Bax,233.5459726,-0.217725441,0.277473712
Dhdh,83.88212799,0.149901955,0.603025381
Hsd17b14,8.18499429,0.630617002,0.207159965
Izumo1,1.829414995,-0.450651533,0.305654759
Rasip1,77.66198931,1.097661797,1.56E-04
Mamstr,37.65879184,1.653559376,1.28E-05
Fut2,10.41408583,0.962571331,0.054573677
Sec1,7.665752619,-0.025543055,0.964511096
Car11,1231.635523,-0.655678419,3.16E-06
Sphk2,251.2698255,0.053819014,0.818867157
Sult2b1,39.99560017,-0.693040723,0.050428879
Lmtk3,690.2916744,-0.627152375,2.09E-04
Cyth2,1155.975871,-0.451954857,1.26E-03
Kcnj14,69.90071996,1.735460688,1.85E-08
Grwd1,118.7665236,-0.483126729,5.77E-02
Syngr4,7.389605523,-0.018617539,0.974958482
Tmem143,127.2594871,-0.668420489,0.006369512
Nomo1,2813.975313,-0.217145687,0.100778843
Abcc8,354.6782048,-0.470625618,0.008506923
Gtf2h1,1476.699807,-0.805258068,3.10E-09
Ldha,2125.629308,-1.34440893,2.31E-26
LOC100365259,287.9648418,-0.553590212,0.001772561
Ptpn5,932.5819463,-0.524036569,1.32E-04
Zdhhc13,883.8869431,-1.222472024,7.26E-17
Slc17a6,326.9302949,-1.760840584,2.25E-19
Fancf,10.45045409,-0.132220474,0.80227497
Svip,297.3788808,-0.003447523,0.988039016
LOC108348727,9.473534771,0.865060038,0.085435274
LOC100912195,802.3093164,-1.079337811,1.17E-13
LOC102548730,317.6665808,0.377072672,0.050623957
LOC102551177,134.1348906,0.456986609,0.046906295
LOC102551957,3.97588499,0.427629045,0.401133839
Ndn,860.0619386,-0.477704273,0.004462002
Magel2,21.90589606,1.225325111,0.004527855
Mphosph10,714.6998162,-0.491573926,0.001563078
Mcee,445.5204848,-0.012822557,9.47E-01
Ndnl2,197.2027465,-0.747811984,4.50E-04
Tarsl2,792.2975356,-0.796092613,1.16E-07
Tm2d3,241.7861094,-0.566789999,0.002141638
LOC108349769,231.0115743,-0.747650487,9.71E-05
Snrpa1,487.7936003,-0.422487303,0.007400879
Vimp,607.69026,0.141147125,0.398840638
Asb7,174.4513696,-0.427021944,0.044868682
Lins1,127.7113942,-0.562659517,0.013340581
Cers3,2.674966118,-0.218453969,0.655910737
Lysmd4,230.2818162,-0.42052141,0.030822976
Fam169b,35.30160018,1.898139717,7.20E-07
LOC499179,24.94463805,-0.193408421,0.647106218
Mrpl46,386.5773902,-0.218412952,0.215311917
Mrps11,235.5698996,-0.028622437,9.08E-01
Det1,92.84135363,-0.52393211,0.040281451
Pex11a,81.45747669,-0.230352025,0.407072752
Mesp2,13.63398794,-0.187118128,0.703237302
Ap3s2,602.5214473,-0.404247194,0.007258141
Gdpgp1,102.8779387,-0.481568726,0.051478947
Ttll13,6.925667308,0.416355426,0.411575725
Ngrn,1250.363488,-0.067282264,0.662128076
Rccd1,22.86783236,-0.336917346,0.424787142
Unc45a,676.6147154,0.44766494,0.003566176
Hddc3,349.4833128,1.222415703,5.61E-12
Man2a2,2443.958389,-0.734361019,3.09E-08
Zscan2,92.82801585,-0.281448313,0.283226612
Wdr73,476.9682582,-0.324486792,0.048878947
Ap3b2,2702.787186,-0.74180087,9.05E-08
Fam103a1,790.9641445,-0.735311302,2.14E-07
RGD1305713,107.4900664,-0.531893642,0.028476508
Btbd1,6399.075903,0.110643485,0.440963764
Hdgfrp3,2107.396311,-0.291394177,0.058918381
Il16,81.55746518,1.463657987,1.07E-07
Mesdc1,39.96930614,-0.112913598,0.7825245
F8a1,159.2337456,-0.381604914,0.095169225
Vbp1,109.653462,0.148692802,0.626815609
LOC102546990,3.11135189,-0.166438512,0.745926036
Mpp1,24.42750786,-0.366444496,0.426154875
Tyr,25.78207939,-1.044125676,0.011154854
Hikeshi,928.2636482,-0.628162813,7.10E-06
Tmem126b,678.2001591,-0.363110856,0.020306025
Tmem126a,549.8816309,-0.030400456,8.82E-01
Crebzf,132.8425428,-0.377438042,0.105222661
Rab30,638.0768445,0.233423785,0.151100855
Usp35,210.3635908,-0.166329249,0.430010179
Kctd21,181.1426817,-0.368744971,0.105862662
Alg8,98.03361031,-0.590908397,1.78E-02
Ndufc2,2175.474866,-0.325474749,3.23E-02
Clns1a,1181.780146,-0.314332063,0.029440118
Aqp11,140.0280523,0.228056535,3.22E-01
Capn5,210.4227171,0.442606186,4.01E-02
LOC108349776,6.534471511,-0.201753835,0.702866681
Thap12,3293.085266,-0.170867654,0.227806579
Dgat2,624.7025355,-0.934558666,3.08E-08
Mogat2,6.652961846,0.161446892,0.764647001
Klhl35,18.8618077,0.117730993,0.802584896
Lipt2,29.62488304,-0.223117819,0.56783119
Ppme1,1753.420849,-0.887742082,6.45E-12
Mrpl48,1634.331355,-0.036094658,0.826636907
Rab6a,11942.80168,-0.896596816,1.10E-13
Stard10,457.1543842,0.856453564,7.44E-08
Trim68,199.8067181,-0.007359984,9.78E-01
Olr59,1.868792341,0.579909342,0.172578957
LOC100134871,513.1407327,2.093986402,9.18E-34
Hbb,2925.465502,2.132756845,1.61E-57
Olr155,4.284050875,-0.643233974,0.204222335
Olr201,2.070569239,-0.093768782,0.853362139
Olr202,4.33512416,-0.070465031,0.89876944
Fam160a2,858.6604479,-0.179305179,0.291170981
Smpd1,1345.533223,-0.113803938,0.457729461
Trim3,863.6398205,-0.755517807,3.23E-07
Arfip2,701.2394066,-0.70667558,4.91E-06
Timm10b,43.857477,0.082341833,0.834192704
Taf10,738.0526799,-0.114282611,0.473073388
Mrpl17,1071.507126,-0.774781117,4.57E-09
LOC499235,2.174389888,-0.005496484,0.992095352
LOC690182,10.11477187,-0.093395735,0.858072948
Tub,1019.13037,-0.365612007,0.010756077
Lmo1,408.0273044,-0.821423108,6.89E-07
Ascl3,3.131502521,0.634309496,0.194988188
Tmem9b,1140.983349,-0.198397146,0.164132634
Tmem41b,1381.322387,-0.211731595,1.70E-01
Ipo7,6539.567984,-0.648709877,3.02E-06
Ctr9,1966.888442,-0.459399914,3.42E-04
Eif4g2,10760.46217,0.018673746,0.914193026
Usp47,6966.678071,-0.717659228,8.55E-09
Btbd10,2373.737294,-1.494962555,2.06E-30
Rras2,374.4858382,-0.241894046,0.166024032
LOC108349780,15.52682338,-0.782636453,0.083927589
Copb1,4055.246891,-0.435806839,0.001321587
Psma1,1783.574484,-0.628522073,4.95E-07
RGD1311703,1308.193641,-0.587780638,8.51E-06
Arl6ip1,3390.534273,-0.384160139,0.001843287
Coq7,200.2335898,0.056905969,8.03E-01
Tmc5,164.9190163,0.247915075,0.254139776
Gde1,3832.420243,-0.959211019,1.73E-15
Knop1,31.00387406,-0.290704951,0.443713299
Pdilt,5.26392838,1.03319785,0.044798174
Lyrm1,308.7803072,-0.092028829,0.639755334
Zp2,10.20459028,-0.77429232,0.11647418
Anks4b,6.227535655,0.850215624,0.097825227
Crym,5849.858572,-1.702003053,1.50E-24
LOC691519,5.589002149,-0.483925398,0.342790116
LOC102547219,392.2053861,-0.825110581,1.07E-06
Polr3e,451.1708254,-0.293320562,0.077108036
Otoa,2.478776427,0.100228194,0.848323288
Ubfd1,527.8568355,-0.397846323,0.00907687
Ndufab1,1460.47956,-0.769805427,5.58E-07
Palb2,116.1741028,-0.327733795,0.178507049
Dctn5,1013.875468,-0.69855528,2.11E-07
Lcmt1,1339.905944,-0.767625466,4.07E-09
Snrpn,13491.02633,-0.855249842,5.52E-12
Snurf,2743.97557,-0.782612488,1.93E-10
Kdm8,175.4360524,0.027962668,0.908660706
Gtf3c1,2916.598985,-0.183336307,0.167840339
Spns1,437.5870778,-0.572400756,8.41E-04
Atp2a1,4.407069113,-0.086687257,0.87554653
Sh2b1,505.8390495,-0.216408493,0.200912449
Tufm,908.4510752,-0.143387327,0.386076659
Eif3c,5188.546654,-0.568255755,3.69E-06
Sgf29,183.1080714,-0.482373696,0.018865037
Slx1b,168.9691639,-0.073701889,0.759626645
RGD1565363,195.781723,0.507786198,0.029836283
Coro1a,951.7490717,-1.221826152,2.59E-17
Ypel3,813.3085015,-0.651519879,3.19E-06
Aldoa,13166.3157,-0.306426498,0.035580053
Fam57b,112.6779604,0.63436843,0.014029167
Doc2a,135.6595657,-0.436104743,0.051374687
Ino80e,260.0077646,0.223955355,0.271757262
Kctd13,672.504378,-0.914113698,3.84E-09
Asphd1,112.4786918,-0.44067306,0.098125364
Sez6l2,3687.410383,-1.332231741,1.79E-21
Cdipt,646.549104,-0.614628536,2.39E-05
Prrt2,609.2083659,-1.344597769,6.96E-20
Maz,542.4757511,1.128574143,1.46E-10
Cd2bp2,1164.522961,-0.017725132,0.918344777
Tbc1d10b,910.1311177,-0.273575583,0.091015427
Mylpf,6.526353686,0.66611684,0.190722039
Sept1,12.02498911,1.090183535,0.026934435
Znf48,206.5040244,-0.52022494,0.016143602
Zfp771,73.54261699,0.416256157,0.15209015
LOC102547029,140.6749105,-0.519949867,1.86E-02
LOC102553962,58.54153278,-0.491209992,0.11213631
LOC102554302,69.84217447,-0.523654106,7.30E-02
Zfp689,126.0745026,-0.047258338,0.860893388
Prr14,138.4553247,-0.04575983,0.860265879
Fbrs,146.4544734,6.22E-04,0.998161218
Tmem265,8.532747529,0.023431435,0.966425417
Phkg2,435.3569337,-0.466048394,0.00327302
Rnf40,622.754404,-0.211727368,0.227043489
Zfp629,192.997037,0.135518044,0.563935433
Fbxl19,538.360966,0.106121964,0.559354125
Stx1b,3471.372502,0.198036256,1.71E-01
Zfp668,144.7730486,-0.378960001,0.108321003
Prss53,13.97487806,-1.208576428,0.013395396
Kat8,719.6025991,-0.535073131,2.11E-04
Prss36,11.31288704,0.241243673,6.23E-01
Fus,259.3688276,-0.43544166,2.60E-02
Tgfb1i1,306.5030126,0.601157401,5.45E-04
RGD1310127,256.9260109,-0.322218547,1.10E-01
Tial1,973.8403683,-0.569243633,2.43E-04
Inpp5f,1103.869334,-0.195282628,0.223383226
Sec23ip,1717.458281,-0.471775843,2.67E-04
Btbd16,31.74462858,-1.314082217,9.17E-04
RGD1305014,302.2399519,-0.873034877,5.91E-07
Pstk,338.8411752,-0.695444572,4.52E-05
Ikzf5,743.1717309,-0.356896005,0.016710224
Wdr11,1552.297243,-0.458474606,4.32E-04
Chst15,795.1796966,-0.518701481,3.12E-04
Oat,2927.956021,-0.146234867,0.266420429
Lhpp,315.1136869,1.402032206,1.43E-14
Mettl10,583.3680626,-0.195353519,0.263367898
LOC103691253,8.9078068,0.165803993,0.754915376
Edrf1,1121.014943,-0.998058225,1.70E-13
Uros,183.0212958,-0.573749736,0.004469442
Dhx32,1059.30508,-0.169143873,0.23743418
LOC100302465,47.38580759,1.83744523,9.06E-08
Fam196a,50.39629637,0.185180603,0.579895929
Glrx3,3457.288096,-0.687574632,3.72E-07
Mapk1ip1,421.2548725,-0.705110994,7.07E-06
Ppp2r2d,743.2363024,-0.46250716,0.002616723
Bnip3,634.5913768,-0.144017606,3.70E-01
Dpysl4,583.777449,0.561570072,2.01E-04
Stk32c,499.9950565,-0.076943765,0.67592529
Pwwp2b,449.5536777,-0.975334762,5.05E-09
Kndc1,1103.786602,-0.09930825,0.506247982
Zfp511,112.5327793,-0.511988085,0.030578278
Caly,1784.169876,-0.989685217,4.04E-11
Mtg1,198.2953692,-0.010550617,0.965742624
Sprn,186.2684603,-1.206891617,2.93E-08
Cd163l1,1.945304801,-0.041899761,0.929537722
Syce1,9.640592521,-0.476034827,0.337139242
Scgb1c1,4.629614027,0.187987685,0.726189141
Bet1l,120.0027411,-0.319077579,0.207163355
Ric8a,922.2692908,-0.364362987,0.010405471
Sirt3,864.5935328,0.100265592,0.57407129
Cox8b,3.284793675,0.288132559,0.568078833
LOC102555474,49.96177318,-0.926133197,3.94E-03
Ifitm6,11.52600374,0.443633339,0.352433399
B4galnt4,675.0262049,-0.800506693,1.81E-08
Sigirr,17.63222751,0.622224744,0.151788331
Ptdss2,1237.203324,0.176147165,0.205543258
Hras,1340.023752,-0.660097874,6.81E-07
Lrrc56,24.44368744,0.5256435,0.204023039
Lmntd2,6.028957441,-0.075472583,0.891555129
Rassf7,12.53058434,-0.349498259,0.460222148
Phrf1,1196.664655,-0.181235144,1.96E-01
Eps8l2,15.61697933,0.254136524,0.580670753
Brsk2,1131.022948,0.187163838,0.206312477
LOC103691267,37.35468476,0.199840428,0.60710658
Dusp8,709.7129345,0.299742927,0.048451098
Ifitm10,83.44227754,0.332647426,0.218399998
Syt8,3.521973656,0.403608805,4.24E-01
Tnnt3,5.180793389,1.183261087,0.020421942
Mrpl23,308.7060941,-0.231256346,0.26524949
Th,6.136119365,0.752583975,0.141115989
Tssc4,220.2500663,-0.061400353,0.81036701
Nap1l4,2601.017111,0.111469696,0.438977661
Dhcr7,460.6525861,0.464037367,0.005168715
Oraov1,135.449479,-0.303604802,0.193355409
Ighmbp2,507.6177826,-0.414704663,0.007381338
Mrpl21,355.5627789,-0.310264457,0.070737588
Tesmin,2.866083097,0.845732317,0.064560509
Gal,38.93966088,3.248831874,7.17E-14
RGD1311946,210.4511309,-0.395186036,0.073554022
Ndufs8,705.6243964,-0.006498665,0.975553848
LOC688778,86.62507073,0.022060869,0.942308879
Aldh3b2,18.43231823,-0.378907537,0.385122011
Nudt8,76.43672586,-0.243689724,0.429643213
Doc2g,6.57930319,0.243989827,0.640368846
Ndufv1,2183.427694,-0.459599212,0.001386566
Pitpnm1,3067.385807,0.969983905,4.26E-13
Aip,320.3111249,0.013541804,9.52E-01
Rps6kb2,95.78696827,-0.399824399,0.120301375
Tbc1d10c,2.509675426,0.319878554,0.484123429
Ppp1ca,4054.218304,-0.266525225,0.030869
Ankrd13d,728.6674038,-0.621551686,1.17E-04
Grk2,4243.194634,0.806975799,5.70E-11
Syt12,445.4310122,-1.429001915,6.27E-17
LOC689065,3.291379001,-0.074927621,0.890374999
Lrfn4,220.1695045,-0.753096202,0.002395903
Rce1,107.5417706,-0.448331474,0.096655461
Sptbn2,15472.06984,0.133115612,3.06E-01
Rbm4b,197.1871035,0.619134726,0.002368032
Rbm4,205.1640399,0.335424561,0.10269873
Rbm14,216.296627,0.056440384,0.838684754
Actn3,5.461435235,-0.500559912,0.32694968
Zdhhc24,54.76699277,-0.900045407,0.007534821
Bbs1,257.7292809,0.396282295,0.041207266
Dpp3,635.4958837,-0.385767414,0.012160828
mrpl11,486.2279847,-0.633408591,8.50E-05
Npas4,58.27349123,-1.663637942,1.12E-07
Cnih2,6301.528126,0.447990625,3.29E-04
LOC102555167,29.91046044,-0.492994694,0.190909098
Rab1b,821.0736166,-0.299519979,0.039774514
Klc2,2044.54333,-1.073737314,1.71E-14
Gal3st3,528.1063358,-0.217164273,0.26061195
Cst6,140.2037784,0.18310762,0.445708634
Banf1,353.6533553,-0.33730054,0.054772928
Eif1ad,435.7085879,-0.660351015,2.21E-05
Sart1,820.9775644,-0.440410069,0.004615593
Drap1,1038.340962,-0.313569678,0.03083396
Bles03,239.9040873,-0.476248551,0.016452121
Ccdc85b,116.1661909,-0.12060534,0.696515155
Mus81,154.3363573,-0.579107033,0.017829746
Cfl1,11165.51788,-0.574379565,4.84E-07
Snx32,533.8323412,-0.664424816,0.000272722
LOC102551929,22.49849861,-0.647499094,0.115095353
LOC102556290,12.64501622,0.515143607,2.69E-01
Ap5b1,108.1344457,-0.876153404,8.48E-04
Rnaseh2c,65.72822251,-0.231995889,0.469921774
Kat5,929.1840874,-0.370612202,7.39E-03
Fam89b,117.5579934,0.841386872,8.60E-04
Sssca1,228.4323978,0.329207205,0.103191611
Cdc42ep2,89.79988546,1.05431869,1.01E-04
Syvn1,321.2502064,-0.457476476,0.010515426
Mrpl49,644.8033379,-0.276042248,6.51E-02
Znhit2,132.1309241,-0.658844337,0.004560002
Tm7sf2,202.3156555,0.55312094,7.53E-03
Zfpl1,147.1179977,-0.240437445,0.336783791
Naaladl1,2.688986599,0.721692304,0.113309196
Snx15,249.7790608,-0.351876274,0.089544718
Ppp2r5b,1970.939782,-0.193641457,0.150124565
Atg2a,551.9688818,0.238510878,0.182484086
Cdc42bpg,44.09221996,2.041118117,9.61E-08
Men1,352.2541914,-0.285726217,1.05E-01
Map4k2,373.5027306,-0.061011427,7.58E-01
Slc22a12,4.890977748,0.09396023,0.800747939
Trmt112,279.7047318,-0.297564085,1.11E-01
Esrra,305.8258156,0.035976241,0.877292535
Tex40,21.77219077,-0.604914906,0.140481688
Kcnk4,80.4367415,-0.701510595,0.010028641
Gpr137,548.9193422,0.026837126,0.893457162
Bad,395.2189611,0.03178836,0.886144664
Fkbp2,634.7253783,0.287696031,0.064206175
Dnajc4,155.4201711,-0.053977078,8.35E-01
Nudt22,100.0153397,0.025441104,9.35E-01
Trpt1,55.31494658,-0.137162079,0.682279203
Stip1,3952.070255,-0.618359396,2.69E-07
Flrt1,272.8052204,0.33426913,0.075862608
Otub1,2276.059447,-0.678200682,2.07E-08
Cox8a,952.2403539,0.295844942,0.05474847
Naa40,74.04785997,0.023150028,0.942276686
RGD1308106,165.2357822,-0.069600006,0.775048573
RGD1560108,81.70901417,0.038942658,0.90971511
Hrasls5,8.077121607,-0.476289623,0.344338396
LOC690183,6.752408943,-0.40604006,0.429068708
Chrm1,1239.547354,-1.570434355,5.86E-24
Wdr74,329.7346346,-0.53956342,0.003457493
Taf6l,146.740725,-0.081354058,0.75073698
Polr2g,1089.561156,-0.698553308,1.21E-07
Zbtb3,103.7424346,-0.731904949,0.0028926
Ttc9c,510.7216097,-0.368936815,0.016551384
Hnrnpul2,3100.260967,-0.546160328,1.76E-04
Gng3,946.1614837,-1.126852262,9.53E-14
Bscl2,593.3761218,-0.273374528,0.083255157
Ints5,471.4294881,-0.538022751,0.001043337
B3gat3,1660.918138,0.458635325,0.003396791
Tut1,401.8807544,-0.451448339,0.006771452
Best1,14.32919078,-0.533546995,0.24975113
Tmem258,314.8725587,-0.336933598,0.057216302
Dagla,1550.144033,-0.908269659,5.05E-12
Lrrc10b,135.2214128,0.88784223,2.36E-04
Cpsf7,542.9438134,-0.349164903,0.02316995
Tmem132a,1767.095682,-0.643820113,1.78E-04
Prpf19,2530.204937,-0.27780862,0.028737271
Ccdc86,167.6043937,0.145587548,0.535831798
Oosp2,4.676196462,-0.798110003,0.111847627
Oosp1,5.474142709,-0.761380416,0.135554656
Stx3,287.1201286,-0.438744622,0.017597933
Mrpl16,479.9566631,-0.408890525,0.009534751
Osbp,1733.865446,-0.392464405,0.00192093
RGD1305704,421.3374247,-0.237811051,0.180483831
Cep78,290.4584507,0.04070293,0.848487802
LOC499331,90.98108751,-0.211075535,0.459874324
Rfk,173.2039408,-0.293779865,0.213744095
Zfand5,3283.128788,-1.160290441,2.03E-18
Abhd17b,1300.077401,0.010090069,0.950395218
Fxn,308.281884,0.132904386,0.484300896
Fam122a,182.6703427,-0.972880623,1.13E-06
Cbwd1,320.4331357,-0.60943817,8.70E-04
Vldlr,2690.668095,-0.837149782,4.04E-12
Slc1a1,2609.449981,-1.38E+00,4.24E-28
Plpp6,235.0236287,-1.6350063,1.69E-14
RGD1565057,3.140879742,-0.554265377,0.257744807
Plgrkt,337.3957533,-0.241420151,0.197353925
Ermp1,2031.311998,0.183277136,0.233882726
RGD1311595,4618.967931,0.631001619,1.22E-05
Ranbp6,2992.999447,-0.742978398,2.17E-08
LOC100361898,15.77000083,-0.370293363,0.411795014
Cstf2t,1152.378061,-0.533086444,6.32E-05
Minpp1,330.24305,-0.791467984,7.30E-06
Pten,6034.999006,-0.078410706,6.39E-01
Stambpl1,795.999371,-0.920448466,4.00E-10
Ifit1bl,84.36028707,-0.550267788,0.038277467
Pank1,908.16341,0.870435943,2.66E-08
Ears2l1,8.106330395,-0.312440103,0.541468306
Rpp30,438.7895058,-0.399554758,0.012134379
Fgfbp3,18.34788561,0.824475518,0.067943631
Lgi1,4161.602816,-1.571964055,1.44E-34
Frat1,67.44717512,-0.210648687,0.498270582
Frat2,2.334067,0.010808424,0.983340933
Rrp12,293.2178198,-0.328401422,0.08604761
Pgam1,3324.019623,-0.600305503,9.15E-06
Exosc1,349.1692641,-1.001016672,1.47E-09
Zdhhc16,410.3674782,-0.573143628,3.35E-04
Morn4,262.8590079,0.087814268,0.666156281
Avpi1,95.19978949,-0.368915688,1.89E-01
Zfyve27,748.5657212,-0.816578814,1.90E-06
Golga7b,446.4142145,0.300580347,0.097334243
LOC100911700,13.62241868,-0.52903074,0.250136004
Got1,2827.005003,-1.226083359,1.21E-22
Slc25a28,290.8603026,-0.218105903,0.239993998
Cox15,190.5283386,-0.291855338,0.174663111
Cutc,162.2371374,0.379905229,0.080973676
Erlin1,495.7037115,-0.877978416,3.27E-08
Cwf19l1,678.4482322,-0.688771574,1.53E-06
Bloc1s2,689.6300047,-0.253139116,0.10369156
Scd4,2.279352361,0.263164498,0.580783415
Scd,136.9822067,0.971749712,4.58E-05
Sec31b,7.767667742,0.500617544,0.318440883
Ndufb8,2691.148728,0.078798709,0.583840608
Hif1an,392.1598591,-0.037966303,0.844996461
Slf2,2729.286072,-0.547131647,5.83E-05
Mrpl43,166.2916754,-0.396953296,0.094635147
Peo1,440.7102826,-0.304159614,0.070959407
Pdzd7,24.44704115,-0.109052464,0.803365913
Sfxn3,480.6552497,-0.462538549,0.004744337
Poll,389.4212569,0.265510808,0.146999968
Dpcd,1204.141468,-0.075358166,0.627361224
Mgea5,5963.69471,-0.478125713,3.00E-04
Nolc1,1340.727059,-0.842475167,4.53E-11
Psd,7470.538461,1.435204792,1.68E-21
Mfsd13a,169.6612045,-0.201761205,0.36274516
Actr1a,2583.5241,-0.478227174,8.54E-05
Trim8,1157.423115,0.46229901,8.98E-04
Arl3,1720.074945,-0.262004775,0.067981783
Borcs7,172.8035436,0.182786871,0.411209791
Ina,954.7748305,-1.287236071,5.47E-22
Pcgf6,171.4866334,-1.390574097,2.76E-11
Taf5,247.3621134,-0.783067515,2.05E-05
Gsto1,3750.070829,-1.275872496,1.51E-26
Xpnpep1,1735.970531,-0.473588096,0.001101088
Dusp5,40.60419412,-1.007004853,0.007285217
Bbip1,199.4305402,-0.052990766,0.82874315
Adra2a,26.32456293,-0.521925387,0.192335194
Gucy2g,5.085596123,-0.543069867,0.286623656
Acsl5,3508.435778,-1.183385099,7.35E-23
Plekhs1,5.13960826,0.399815785,0.436800805
Adrb1,25.43151666,-0.153255467,0.736102759
Tdrd1,11.14231468,0.598117134,0.227165233
Slc18a2,21.92804887,2.741122811,3.94E-08
Rab11fip2,1878.594765,-1.111194546,3.98E-16
Fam204a,442.8427632,-0.294489441,0.08639111
Cacul1,859.3916784,-0.130164861,0.452950806
