gene,ribo_baseMean,ribo_log2FC,ribo_padj
Cxcr1,27.45515587,-1.738193275,7.92E-05
Aamp,1843.255988,-0.341910193,0.001307161
Pnkd,1917.992224,-0.463795472,1.74E-05
Zfp142,233.2289592,0.356276307,0.042258537
Bcs1l,131.989771,-0.256098851,0.242968764
Rnf25,184.8732629,-0.321687725,0.097063886
Cyp27a1,10.32849675,1.101119699,0.032067124
Wnt10a,14.99288086,-1.268341828,0.013718686
Cdk5r2,2533.76188,-0.097487493,0.413600298
Fam134a,1967.717688,-0.797533875,2.41E-13
Zfand2b,297.795901,-1.10861337,9.04E-11
Abcb6,273.6966386,-0.369418639,0.027057152
Atg9a,1258.870861,-0.56429898,1.45E-06
Stk16,92.14047582,0.299126205,0.224087355
Tuba4a,4953.071141,-0.926465039,1.30E-17
Ptprn,5255.628822,-0.795607828,6.20E-14
Resp18,810.2476791,-0.363470617,0.003069659
Des,6.133503191,1.489279708,0.00951195
Gmppa,248.0637628,0.160871676,0.398892742
Asic4,99.69538259,2.108928597,2.83E-16
Chpf,749.0673551,-0.608917012,1.76E-06
Tmem198,476.2597025,-1.060148758,7.63E-12
Inha,8.635468842,-0.544356215,0.258938435
Stk11ip,273.2664617,0.228855209,0.184572986
Slc4a3,520.5976217,0.013376126,0.940196892
LOC108351956,3.61171855,0.768776505,0.130385924
Farsb,519.9579601,-0.48722726,3.07E-04
Acsl3,3045.511583,0.658493197,2.64E-09
Scg2,3778.931303,-0.81168518,3.36E-17
Ap1s3,10.36089771,-1.003001985,0.051719506
Wdfy1,363.9699269,0.89106703,2.52E-09
Mrpl44,308.6111493,-0.234213752,0.178183349
LOC103693234,8.228170819,0.76135235,0.130284092
Agfg1,619.4541935,-0.502729311,2.22E-04
Cab39,991.7255948,-0.277090681,0.021250225
Psmd1,1759.846181,-0.320074792,0.003269997
Cops7b,92.25847295,-0.594650255,0.01507486
Nppc,49.6658652,-1.755785734,1.79E-06
Prss56,2.620584509,0.18521136,0.716366106
Ngef,622.9147065,-0.969602742,1.60E-12
Neu2,2.909927,0.20527207,0.687690258
Dnajb3,26.84445957,-0.193317281,0.60335025
Ackr3,131.7588692,0.633822975,0.003561633
Ramp1,115.7437554,1.466272053,3.16E-10
Ilkap,221.6040558,-0.186797626,0.318235588
Hes6,99.87786074,1.181405921,1.81E-06
Traf3ip1,71.68688919,-0.214807956,0.436867072
Asb1,169.2364497,0.091312098,0.684880099
Ndufa10,272.9773081,-0.175951534,0.337711949
Cops9,990.0127918,-0.408252327,7.07E-04
Otos,12.99529866,-0.086704061,0.854650201
Ankmy1,6.329594824,-0.090032729,0.864632223
Dusp28,33.26717082,0.461307658,0.1971201
Capn10,114.3579465,-0.063382971,0.808155347
Kif1a,9175.042752,0.042236027,0.713973069
Mterf4,121.9012013,-0.334962579,0.13512765
Hdlbp,2267.27941,-0.469725719,4.57E-06
Stk25,1815.499981,-1.015458644,2.40E-18
Bok,375.6057933,-0.698562996,2.85E-05
Thap4,128.0321242,-0.298941906,0.174459043
Atg4b,454.3947765,-0.444238782,0.00218133
Ing5,27.4231352,-0.080496447,0.839347184
D2hgdh,259.1548581,-0.143081094,0.438716158
Fam174a,299.1593604,-0.863292717,8.12E-08
LOC102553671,2.322110638,-0.477748188,0.300968593
LOC686129,4.755878799,0.851890718,0.105454095
Gin1,81.03610817,-0.449948165,0.077603821
Pja2,8012.28178,-1.03521644,1.46E-25
Vapa,1782.55557,-0.206241581,0.073332977
LOC100910483,5.03194829,-1.0114834,0.051332412
Ndufv2,1609.086255,-0.25597065,0.023026855
Wash1,120.7831655,0.513715142,0.019835344
LOC102553382,73.13165533,0.225760203,0.400705748
LOC102552880,7.857259612,-0.497149776,0.314838654
Myl12b,1309.015473,-0.635730578,5.42E-08
Adcyap1,81.40467867,-1.421477355,1.02E-06
Tyms,76.71021647,1.17207246,2.69E-05
LOC102550127,3.70276176,-0.062544265,0.909843268
COX2,11247.51003,1.824827751,2.13E-47
ATP8,2579.302718,2.07142353,1.28E-46
ATP6,7320.438213,1.712749953,2.89E-53
COX3,4528.301504,1.928407352,1.81E-60
Shroom4,40.77088817,0.729371012,0.02704361
Zdhhc15,46.83138922,-0.538952726,0.087545134
Il1rapl2,11.95483811,-0.217907753,0.631383191
LOC100363372,52.21587971,-0.273700556,0.370868278
LOC100910506,18.71901723,1.12036329,0.014196538
Klf8,18.25358706,-0.571831451,0.169654216
FAM120C,888.8028519,0.298434305,0.013633828
Frmpd4,812.2591156,-0.357510726,0.004408255
Cnksr2,6042.568341,-0.485118921,2.03E-07
Zmym3,987.4907506,-0.390615232,0.001255866
Dach2,4.359819858,0.449345374,0.369580485
Zcchc16,34.57607574,-0.767550015,0.031316275
Dock11,105.1380037,0.995647415,2.56E-05
Atp2b3,2683.40452,-1.112020158,3.49E-25
Usp11,2103.183217,-0.590567328,2.39E-08
Rgn,6.073143287,1.196089481,0.030555874
Jade3,54.01092136,-0.581834724,0.053445663
Slc9a7,1039.938347,-0.677796153,1.20E-08
RGD1559731,7.570473924,1.055787181,0.047474028
Cask,487.4813387,0.219823327,0.129972333
Med14,661.3618782,-0.665492672,2.66E-06
Atp6ap2,4925.08468,-1.149524396,2.17E-30
Tbc1d25,130.5193737,-0.650944107,0.003508327
Pim2,265.5258374,-0.909465837,1.05E-07
Usp27x,120.6542841,-1.156614117,1.42E-06
Gnl3l,1957.796285,-0.238807701,0.02991565
Fam104b,62.15499965,0.046489996,0.886026299
Phf8,252.5339323,-0.371133032,0.02931849
Iqsec2,1422.54464,0.4864798,6.38E-06
Tspyl2,660.2033802,-0.689262315,1.33E-07
Shroom2,776.6810149,-0.255719835,0.04516093
Wwc3,172.048495,-0.110018103,0.609142379
Clcn4,1346.26557,-0.723538329,3.08E-10
Prps2,124.5914391,0.03491996,0.893670877
Glra2,86.46150025,-0.229878379,0.373961246
Asb9,2.964680926,-0.692575359,0.154429255
Ctps2,287.4382486,0.221761908,0.207317586
Reps2,756.4002467,-0.395816835,0.001366603
Rai2,45.61914781,0.357434249,0.268069628
Ppef1,5.645717827,-0.202876251,0.690521993
Adgrg2,9.206336427,-0.107896509,0.827144274
Map7d2,757.0350692,-1.092894134,1.41E-18
Sms,21.34397785,0.143713911,0.720590652
Ptchd1,21.8554099,-0.018272673,0.966244535
Gk,229.2264806,-0.698731302,7.86E-05
Pcyt1b,216.9531202,0.550981405,0.001950505
Apoo,238.4662502,-0.054667764,0.795079011
Zxdb,267.0097874,-0.187640814,0.307402721
Arhgef9,718.4001483,-0.835175901,2.05E-10
Ar,387.2922186,-1.389296333,5.71E-16
Fam155b,29.21865428,-0.111897063,0.766447479
Eda,51.14809698,0.176958757,0.56665569
Dlg3,1477.32578,-1.247317444,2.08E-26
Taf1,474.445089,-0.059487842,0.720402368
Ogt,1610.007095,-0.532637883,2.64E-06
Nhsl2,313.7102722,-0.322685559,0.061581636
LOC100911832,238.6967663,-0.422928155,0.014149018
Slc16a2,548.5506707,-0.204594872,0.194329972
RGD1561931,588.7133019,-0.862853168,6.96E-11
Abcb7,327.3442012,0.303569,0.067058379
Magee2,82.74704872,-0.909877875,5.46E-04
LOC103690008,4.51900843,-0.470752096,0.347465021
Atrx,825.3169001,-0.335875756,0.007146719
Cox7b,350.8028982,0.157123759,0.367887319
RGD1566265,471.3266008,-0.810993939,7.45E-09
Rps6ka6,61.80776866,-0.169717336,0.557863269
Pcdh19,835.9959896,-0.642899755,5.13E-07
Tspan6,466.8604717,1.063698928,8.35E-14
Drp2,732.2591852,-0.396197992,0.002057679
Bex3,651.9572275,-0.538351966,9.08E-05
LOC680663,7.575757459,0.38041142,0.425697272
Prps1,535.1829364,-0.500332498,2.11E-04
Mid2,135.543747,0.602217611,0.004254057
Acsl4,1183.759814,-0.915508093,4.90E-15
Pak3,862.2264575,-0.615160854,2.96E-07
LOC108349244,32.41319472,-0.624809695,0.081107861
Trpc5,840.5678268,-0.838771103,9.51E-12
Amot,550.7125933,1.56365569,2.04E-27
RGD1561445,56.71646916,2.488181153,6.58E-14
Pgrmc1,1026.63623,-0.892158765,9.41E-14
Sept6,916.1978861,-1.301544912,7.42E-26
Gria3,3078.538535,-1.556736516,3.79E-42
Tenm1,362.021911,-0.373481264,0.014729109
LOC103690896,42.37523817,-0.093656719,0.784792353
Enox2,11.0053588,0.438423854,0.331753153
Hs6st2,470.6552047,-1.5964672,2.98E-23
Gpc3,28.60488056,1.607107939,1.81E-04
Fgf13,1571.284349,1.205680045,5.92E-30
Mcf2,15.66360806,0.200043237,0.639757131
RGD1561327,88.08651324,-1.023682516,7.65E-05
Slitrk4,749.88887,-1.233471957,1.00E-21
Gabra3,184.610556,0.598296367,0.002984631
Nsdhl,248.903529,0.175911195,0.335699178
Aff2,260.7348738,-0.049990523,0.810425245
Plxna3,415.0242476,0.241567422,0.10873024
Phf6,60.35119924,-0.078283367,0.804696247
Ints6l,35.27165249,0.346119247,0.321216978
Slc9a6,1167.653532,-0.316597357,0.006314103
Htatsf1,445.7409448,-0.317402244,0.031304455
Zfp300,17.24942451,0.079282163,0.858180521
Syn1,5388.377717,-0.449683661,1.37E-05
Araf,863.5719071,-0.136003389,0.301827536
LOC100911510,4.34937484,0.140166107,0.790594052
LOC299312,2.641669673,-0.081285836,0.879786128
Cdk16,616.3104658,1.006101094,9.62E-13
Rbm10,272.5265822,-0.173797842,0.32926988
Ndufb11,1179.00063,0.045305134,0.742873994
Chst7,141.0548507,-0.017763689,0.944717731
Ube2q2l,141.0667121,-0.359658935,0.087783752
RGD1565685,76.18631788,0.177334599,0.511034202
LOC108353263,7.943898702,-0.34391532,0.484873691
Xk,78.28542901,-0.570304039,0.028566447
Dynlt3,512.4744934,-0.559616292,5.69E-05
LOC102552805,3.756840519,0.591172033,0.242576068
Slc38a5,53.58192874,2.399733706,1.20E-12
Ftsj1,77.36185429,0.060642742,0.836701743
Porcn,1041.582277,-0.755961363,3.50E-10
Ebp,145.2169264,-0.116300601,0.620612801
Wdr13,823.7296811,0.83062118,3.63E-12
Suv39h1,15.71055994,-0.172314327,0.687165659
Glod5,3.780479659,0.470003868,0.333752413
Pqbp1,289.7948765,-0.320780866,0.052368275
Slc35a2,397.5445862,-0.102755723,0.549634282
Otud5,432.8765303,-0.422726919,0.003338555
Kcnd1,103.0124325,-0.399752213,0.105810543
Gripap1,915.3905746,-0.79088123,3.71E-11
Ccdc120,49.20877557,-0.144126247,0.653085727
Praf2,646.8703592,-0.660423431,1.68E-05
Wdr45,252.6083951,-0.337937248,0.059467621
Gpkow,187.3926385,0.014840418,0.950457749
Magix,3.718752037,0.371607916,0.457227743
Syp,10922.14595,-1.038631986,9.18E-23
Ppp1r3f,28.12464245,-0.426940047,0.236985643
Nudt11,3.365361816,-0.212711256,0.677371433
LOC367746,4.729756724,1.158606885,0.034237626
Ubqln2,5479.686608,-0.186769726,0.079149366
Mageh1,341.0501734,0.150772716,0.369791529
Usp51,3.914571844,-0.04828938,0.930250184
Fgd1,31.81566735,0.147036949,0.690559715
Tsr2,148.3265214,0.149448486,0.49461728
Fam156b,24.58066906,-0.506436644,0.178340032
Smc1a,896.3191176,-0.281625186,0.022955533
Kdm5c,514.257927,-0.229778855,0.109283301
Gpr173,22.19210352,-0.283928316,0.457245724
Tro,716.755482,-0.412610673,0.0011425
Apex2,31.25057968,-0.212632483,0.551406889
LOC103690112,104.561794,-0.021831138,0.93812433
LOC685590,7.087257884,0.435286141,0.376332605
Gpr143,8.326261554,1.319914111,0.016360979
Hccs,179.0494745,0.425264477,0.026757742
Msl3,112.352201,-0.544605044,0.017404998
Tmsb4x,4886.276028,-0.227333612,0.068135604
Egfl6,152.2072529,1.693802541,1.31E-15
Trappc2,562.1781738,-0.747946541,1.89E-08
Ofd1,69.12025981,-0.605026912,0.025444334
Gemin8,63.83630378,-0.283792083,0.313352786
Fancb,2.87487485,-0.452313753,0.351227416
Zrsr2,149.7088874,-0.086859705,0.718026075
RGD1565844,9.789432289,-0.183741552,0.697971599
Txlng,115.4134937,-0.167270795,0.480055769
Rbbp7,1494.900602,-0.381935661,4.43E-04
Pdha1,446.2738256,0.041965134,0.815614467
RGD1562161,18.30183551,0.039040672,0.929819792
Mbtps2,203.0221511,-0.817052171,1.09E-05
Yy2,4.192357256,-0.617410243,0.221643571
Spink6,2.088837798,0.349690451,0.388909482
Acot9,448.0193897,-0.53879044,1.86E-04
Ptges3l1,4.102534741,0.211946821,0.680822342
RGD1562200,12.55150092,0.629466329,0.167645954
Tab3,97.34000535,-0.716090632,0.003319296
Pdk3,344.5695885,0.141111671,0.423715547
Eif2s3,654.525781,0.184828535,0.215130593
Klhl15,72.18822123,-0.514644735,0.054144486
Maged1,6129.391713,-0.611630533,5.84E-10
Gspt2,449.5923204,-1.205613996,1.52E-16
LOC100912165,6.996363311,-0.43968482,0.368104417
Amer1,68.52937439,-0.26928886,0.325914789
Zc4h2,150.0759488,-0.349236559,0.08867106
Zc3h12b,124.8135062,-0.953987774,2.28E-05
Las1l,318.0490284,-0.396758283,0.01372496
Pgr15l,8.321921981,-0.305957455,0.520907747
Yipf6,181.0061994,-0.266517929,0.180145741
Efnb1,118.0799802,-1.058723842,5.30E-06
Pja1,2905.738243,-0.634866701,9.75E-11
Igbp1,174.7792393,0.219717236,0.271576905
Nlgn3,2167.061448,-0.460303292,9.81E-06
Pin4,35.70470121,-0.229842946,0.500922546
Cited1,13.52650111,-0.046856011,0.922498429
LOC103694491,44.44135958,-0.038838561,0.91458629
Fam127c,319.9242001,-0.363803496,0.023677246
Fam127b,307.5739302,-0.296287261,0.075033241
Dmrtc1b,54.88192435,-0.046337363,0.889304988
Pabpc1l2a,498.1478763,-0.776922453,7.08E-08
Nap1l2,775.4972016,-0.854423861,9.98E-12
LOC100361756,4.95054749,0.727356731,0.15968528
Chic1,53.55901436,-0.09430412,0.76933944
Pbdc1,232.2703737,-0.629452575,3.00E-04
Magee1,1945.713833,-0.41710007,6.08E-05
Fgf16,4.549995469,-0.619273771,0.223577356
Pgk1,2479.891832,-0.244315694,0.025087385
Taf9b,451.9434595,-0.332533772,0.020480676
Zcchc5,6.304799044,-0.243912571,0.624783529
Pou3f4,97.74301387,1.285542187,2.60E-07
Zfp711,117.2144615,-0.827663692,4.80E-04
Nap1l3,721.4889046,-0.323744883,0.013780208
Cstf2,290.3419556,0.010283259,0.960306909
Tmem35,339.8717323,-0.301455685,0.061599231
Timm8a1,49.13201477,0.961671513,0.002817511
Gla,300.0267741,0.027775033,0.894487754
Hnrnph2,1035.240219,-0.257839546,0.033744706
Armcx4,186.4650047,-0.128847746,0.536955312
Armcx6,12.27615118,0.865584399,0.071331699
Armcx3,1197.566101,-0.32164606,0.006624412
Armcx2,491.8571046,-0.380284275,0.007422487
Nxf5,21.92648078,-1.068663015,0.015445569
LOC102552920,108.8916873,-0.754639822,0.001545581
Gprasp1,3041.448113,-0.043915812,0.745456786
Gprasp2,1374.071001,-0.344689639,0.001894801
Bhlhb9,293.8765638,-0.182720573,0.296482392
MGC109340,5.788975881,0.289739808,0.557136615
Arxes2,3.896605874,0.227341074,0.657461406
Bex2,1067.295614,-0.585526436,2.65E-07
Tceal8,262.1939312,0.300166481,0.079777621
Tceal5,72.57560813,-1.226250599,1.87E-05
Tceal9,188.6277902,-0.685737631,2.68E-04
Tceal3,16.37222062,-0.208896038,0.633803218
Tceal1,422.3920404,-0.55063002,2.02E-04
Morf4l2,1954.012007,-0.623579452,1.31E-09
Glra4,10.8509018,-1.291080116,0.015490019
Rab9b,211.1565751,-1.138992689,8.03E-10
Tmsbl1,82.68908005,1.998186987,1.17E-12
Zcchc18,1943.474134,-0.305756331,0.004311513
Esx1,3.939938738,0.899436015,0.074581508
Rnf128,560.3056584,-0.514973927,1.43E-04
Tex13b,3.771798862,0.432654917,0.380259084
Psmd10,129.2159966,0.046995541,0.856000327
Kcne5,142.7474425,2.469367337,1.78E-28
LOC100912526,5.190276356,0.323599882,0.516218708
Alg13,127.127695,-0.095704426,0.691995377
Lrch2,210.7582885,-0.116812542,0.565186132
Pls3,867.1267422,1.94135539,1.88E-46
LOC103694506,14.30077524,-0.113604045,0.800240878
Wdr44,504.4186734,0.381166316,0.007041635
Akap17b,97.27106298,-0.508558141,0.034524853
Slc25a5,248.2836509,-0.296816888,0.10946611
Ube2a,520.2144334,-0.169634745,0.254267618
LOC100910054,16.20121893,0.169207441,0.69301603
Upf3b,110.923988,0.281759384,0.229437709
Nkap,131.3370961,0.255993495,0.257858126
Cul4b,580.4077914,-0.023179167,0.894385869
Mcts1,614.4095252,-0.776381271,6.07E-09
C1galt1c1,581.8302874,-0.226537513,0.100848957
LOC103694513,58.69429394,-0.189777323,0.541177596
Dcaf12l2,12.86301863,-0.396350309,0.372000785
Dcaf12,503.541645,-0.498841799,6.56E-04
LOC681300,9.214981421,-0.048239501,0.924572369
Smarca1,318.0563061,-0.568626896,3.06E-04
Ocrl,401.6705187,-0.42290626,0.005354345
Bcorl1,266.2399026,-0.389117752,0.0275906
Aifm1,171.6245387,-0.376782525,0.054867812
Rab33a,163.8685889,-0.360796433,0.077603821
Slc25a14,334.1475979,-1.023787818,1.18E-10
Rbmx2,53.74815558,0.045743834,0.89195791
Ccdc160,13.31418018,-0.400826124,0.358480335
Gpr101,32.20605834,0.694242689,0.049692169
RGD1560171,31.98746696,0.073994331,0.851336032
Sox3,18.17736264,1.59366912,9.61E-04
Ldoc1,3.74641194,-0.327089809,0.515382914
LOC302827,3.573892381,-0.104517495,0.845674559
Gabrq,2.594967481,0.039555609,0.942160091
Cetn2,355.6163656,-0.237652068,0.164617385
Pnma3,133.7154919,-0.665803844,0.002145565
Fmr1,395.5642169,-0.255205745,0.096734097
Dkc1,257.1013115,0.0922098,0.630852432
LOC102552182,8.916201132,-0.5045818,0.290609848
Ubl4a,246.7472417,0.017991235,0.934419839
Lage3,393.7967708,-0.21935006,0.162235025
Gdi1,8147.400763,-0.626693474,2.18E-11
Atp6ap1,5935.978391,-0.645493845,7.19E-11
Taz,171.8473016,-0.358323478,0.076385498
Emd,277.7965411,-0.309419482,0.065701917
Mecp2,345.0199257,-0.034804601,0.855567415
Hcfc1,740.4884647,0.135530792,0.324896454
Naa10,147.7563551,-0.195457982,0.369934083
L1cam,3706.443067,-1.067543361,1.56E-22
Pdzd4,466.18631,0.736253073,1.26E-07
Idh3g,1533.742166,-0.0391175,0.775912865
Slc6a8,177.1104838,0.488920173,0.021542083
Pnck,636.1555184,-1.249760063,5.93E-19
Dusp9,33.00964803,-1.621927427,7.44E-05
Haus7,94.84974112,0.372775126,0.117685514
Zfp92,85.14994717,-0.354911489,0.164317535
Mospd1,11.3606026,0.153030024,0.742151593
Mmgt1,226.4696042,0.108484931,0.581533669
Rbmx,334.6227778,-0.315056701,0.054442848
LOC103694558,6.449646531,-0.484878244,0.328851881
Eif2s3y,770.2101401,-0.193732086,0.158100696
LOC103694537,48.93383623,-0.602089384,0.057944583
Ddx3,600.5385344,-0.144051205,0.317336493
Rbfox1,2645.730662,-1.259487632,1.16E-21
Pitpnm3,128.0872188,1.168422935,1.21E-07
Ube2z,453.2772716,-0.264858849,0.078382257
Rptor,705.7191905,-0.090159808,0.533645896
Tenm2,2553.299168,-1.26907168,1.45E-25
Ttc1,357.2049547,-0.411469204,0.006847347
Itk,4.962661793,-0.667092381,0.19269216
Tbc1d9b,751.5501464,0.571846225,4.70E-06
Vdac1,105.4283722,0.2499047,0.367565742
Glra1,4.152235037,0.582724376,0.25001455
Dnah9,118.5744972,-1.92169062,2.01E-13
Pirt,3.547523326,0.399681775,0.41156572
Pfas,393.5556736,0.380016442,0.01010183
Smg6,83.72275766,-0.128321709,0.645198017
Asic2,235.4625238,0.075746067,0.705105461
Nle1,68.82998533,-0.012413584,0.968729239
Synrg,956.2421385,-0.466812594,7.31E-05
Usp32,978.917848,-0.300053551,0.012659765
Trim37,877.7223864,-0.03503702,0.816157508
Spag9,1535.131408,0.280232172,0.011312574
Samd14,60.46877136,1.360090296,7.94E-06
Strada,233.7609989,-0.457571696,0.009639559
Prkca,2917.13647,-0.572773589,5.43E-08
Mgat5b,220.0596444,0.583114926,0.001414269
Ccdc57,21.81477077,-0.478550949,0.222953823
Abcc1,156.17931,-0.445085104,0.030330765
Mkl2,462.522931,-1.230180756,2.68E-15
Parn,171.6885819,-0.15383481,0.460613804
LOC103693260,8.079646624,-1.226027544,0.025771701
Shisa9,446.6202537,0.729034073,1.91E-07
RGD1305733,316.1964401,-0.361363576,0.023051485
Clec16a,463.0574187,-0.334532671,0.018874442
Tekt5,11.10374962,-0.01481718,0.976041382
Usp7,1057.87856,-0.426027029,2.37E-04
Tmem186,72.54298061,0.231433887,0.389443695
Glyr1,1615.290457,-0.193220022,0.087936312
Mgrn1,2505.059153,-0.150451569,0.178654857
Hmox2,559.1351622,-0.772141863,5.63E-09
Srl,15.28589538,-0.726378702,0.108742869
Adcy9,1944.583126,-1.51435068,2.35E-29
Crebbp,1357.691442,-0.12300671,0.328863573
Slx4,99.45603954,-0.226704358,0.379144527
Flywch1,657.9853308,-0.005888495,0.9727902
Pdpk1,1466.457996,-0.438555316,1.24E-04
Abca3,2301.804966,-0.803902995,3.92E-14
Mapk8ip3,3686.268278,-0.225082802,0.03645807
Unkl,155.5471604,0.041537265,0.864472606
Rhbdl1,253.4753462,-0.258079143,0.146550544
Capn15,229.7676043,0.933593773,8.63E-08
Cpeb4,665.9899971,-0.623397351,2.36E-06
Ergic1,477.2483166,-0.467732234,0.001121309
Fbxw11,1004.887545,-0.409960766,4.89E-04
Ranbp17,29.68061867,-0.065334651,0.867775075
Slit3,2202.819824,-1.625689246,2.53E-31
Gabrg2,2296.175181,-1.203494926,2.81E-29
Gabrb2,1411.372601,-0.793708574,4.25E-13
Adam19,163.0007536,-0.84397513,6.53E-05
Cyfip2,4247.189839,-0.158998691,0.144972621
LOC103693323,9.748811208,0.5070128,0.276481577
Sar1b,811.8355611,-0.030191234,0.858355613
Fstl4,222.4885838,-0.78172346,3.55E-05
Zcchc10,40.13003945,-0.136242083,0.686740753
Kif3a,1775.112396,-0.667000524,4.85E-10
LOC303140,16.55951308,-0.01254542,0.978254511
Cdc42se2,4.894337281,-0.394560586,0.429999833
Gria1,7514.342868,-1.621607087,1.44E-41
Sh3bp5l,116.963382,-0.186511693,0.422026532
Obscn,4.987275382,-0.261792654,0.605581724
Wnt3a,27.18020234,-1.560710502,5.81E-04
Pemt,46.9624996,-0.256798779,0.40952113
Rai1,732.9068895,-0.481535876,2.08E-04
Tom1l2,2109.620614,0.485376174,2.36E-06
Kcnj12,54.28704857,-0.362446653,0.223677312
Usp22,3294.44207,-0.526978865,1.06E-06
Epn2,1372.132717,0.187259967,0.121462366
Ulk2,356.5174999,0.401455166,0.009378665
Specc1,407.8840927,0.022433705,0.904573642
Ncor1,1071.554058,-0.295331284,0.013974571
Cox10,125.2775371,-0.033157402,0.90249615
Arhgap44,951.2955268,-0.228286635,0.062715443
Map2k4,837.9568736,-0.668045549,2.17E-08
Shisa6,846.9705336,-0.943183398,5.65E-13
Gas7,2098.101613,-0.530815512,2.12E-06
Myh10,2500.155793,-0.975490017,1.02E-21
Ndel1,401.4736084,-0.758703362,6.73E-07
Hes7,7.512467008,0.053416854,0.918404478
Chd3,1729.962746,0.322809607,0.003640624
Shbg,22.88413138,-0.369074921,0.328740391
Rabep1,733.5004423,0.285582734,0.030599846
Ube2g1,176.3839512,0.151049369,0.466675658
Rap1gap2,480.1979218,0.982672087,2.91E-11
Pafah1b1,3815.125045,-0.515347246,2.20E-07
Sgsm2,474.0315033,1.18369215,7.82E-17
Gosr1,184.8725295,0.124294322,0.552552791
Crk,490.8377776,0.166844146,0.260553039
Rph3al,35.38837765,-0.110216802,0.762625322
Vps53,580.2763658,-0.464023829,4.53E-04
Abr,4027.163693,-0.261269096,0.010246637
Sez6,6700.675596,-1.295530514,6.70E-26
Eral1,212.6514401,-0.52582392,0.003777724
Fam222b,248.9765329,-0.037993389,0.864424241
RGD1307929,1818.18923,0.665737786,6.03E-10
Nlk,6.330355998,-0.682313004,0.181400457
Ksr1,433.2044702,-0.96983695,5.72E-10
Omg,1855.054464,0.317880893,0.003868389
Rab11fip4,1071.551569,0.3739148,0.001290691
Suz12,237.3469844,-0.443697346,0.013014227
Rhot1,379.0377315,-0.62091805,3.53E-05
Zfp207,825.8812681,0.072354857,0.614743236
Ap2b1,872.9159294,-0.158027102,0.224209633
Tada2a,139.4084757,-0.141353506,0.530904618
Aatf,135.2333566,-0.440421887,0.044314632
Myo19,20.3999462,-0.114276434,0.782565047
Bcas3,692.6496735,-0.130760658,0.350443965
Ppm1e,5558.371706,-1.312066052,2.88E-30
Rad51c,27.0012575,-0.475399239,0.19512908
Akap1,416.461027,-0.696081005,1.81E-06
LOC102547753,18.38179665,0.316306495,0.42740705
Mmd,1270.738532,-1.018254396,4.24E-16
Hlf,343.7211568,0.150585358,0.372899828
Nme1,507.4351723,-0.531268954,1.87E-04
Cacna1g,564.927908,-0.837117449,5.39E-10
Kat7,662.2782213,-0.311966599,0.017030746
Npepps,2271.705022,-0.296911878,0.004330436
Socs7,331.5932323,-0.032823018,0.869748602
Med1,394.896897,-0.582230906,6.99E-05
Ikzf3,25.88320364,-0.678827681,0.082426086
Med24,771.9091984,-0.507722936,3.25E-05
Krt42,7.198258408,-0.180962754,0.721789745
Nt5c3b,177.327284,0.233435588,0.244181368
Mlx,375.4376451,-0.702385672,1.22E-05
Dhx8,389.3648984,-0.442694331,0.003227101
Dusp3,909.2173799,0.230371206,0.065930027
Slc4a1,8.74682243,0.933977665,0.067906197
Eftud2,1411.345549,-0.734415913,7.40E-11
Prp2l1,491.8614477,-0.845174557,1.22E-09
Gosr2,463.8242445,0.151361543,0.326701593
Nsf,10088.80361,-1.066953279,4.66E-25
Tlk2,246.123233,-0.35578617,0.04066222
Tanc2,1344.793129,-0.651410299,5.23E-08
Dcaf7,967.9217298,-0.147651143,0.248117452
Tex2,375.8062763,-0.827861185,3.11E-08
Bptf,754.3406059,-0.308320623,0.015819571
Abca8,90.18833429,-1.035274337,7.73E-05
LOC102549836,2.790121635,0.812168946,0.087908492
Sdk2,436.4990125,0.180972921,0.254578644
Cdr2l,61.97542559,0.176091279,0.547467819
Hn1,566.4068133,-1.063118068,5.35E-14
Grb2,606.0973252,-0.634668966,1.32E-06
Ube2o,1303.504536,-0.583518091,1.91E-07
Dnah17,26.06019864,-0.083948465,0.834862039
Cyth1,201.8566575,0.150561136,0.445657228
Rbfox3,954.2151443,-0.712340126,2.41E-07
Cbx2,6.524183673,0.067929438,0.897531239
Tbc1d16,193.1982603,1.305088438,1.31E-10
Baiap2,1939.421336,-1.347401193,9.37E-22
Bahcc1,140.256148,0.513868697,0.014147909
Nploc4,482.2336833,0.026920881,0.880236466
Gps1,1557.048519,-0.010400923,0.944367564
Foxk2,296.2814036,-0.209870981,0.226915588
Tbcd,817.3156588,-0.283027184,0.026481867
Ercc4l1,2.058788218,-0.288294502,0.544819023
Fopnl,194.8912917,0.21552665,0.281610053
Ercc4,19.41253191,-0.03305382,0.940196892
Rrn3,284.8314041,-0.376644881,0.022686096
LOC100362572,136.292512,0.505129875,0.019105239
Socs1,6.58721182,0.556822861,0.266393612
Dexi,69.42196989,-0.302128418,0.262016779
Tvp23a,172.7989488,-0.830656364,2.24E-05
Nubp1,259.434105,-0.334587441,0.04954823
Rpl39l,2.90791682,-0.199928636,0.690884927
RGD1309748,396.7440107,-0.068330015,0.692341344
Mettl22,123.5799859,-0.267361524,0.241028262
Tmem114,3.553433825,-0.809119257,0.107986373
Rbm25l1,49.22267364,-0.409686355,0.19399586
Alg1,162.7698576,-0.519278391,0.010285199
RGD1565166,43.3968842,1.546707058,3.71E-05
